payment_id,customer_id,rental_id,amount,payment_date
19305,213,2569,6.99,2017-02-19 02:47:30-05
19306,213,2889,4.99,2017-02-20 00:22:34-05
19307,213,2946,4.99,2017-02-20 04:19:06-05
19308,213,3252,2.99,2017-02-21 01:53:52-05
19309,213,3313,2.99,2017-02-21 06:39:44-05
19310,214,1275,4.99,2017-02-15 06:24:09-05
19311,214,2085,2.99,2017-02-17 15:59:22-05
19312,214,2868,2.99,2017-02-19 22:37:24-05
19313,215,1376,4.99,2017-02-15 13:27:32-05
19314,215,1599,4.99,2017-02-16 04:31:59-05
19315,215,1845,4.99,2017-02-16 22:24:37-05
19316,215,2006,2.99,2017-02-17 10:15:29-05
19317,215,2918,2.99,2017-02-20 02:37:30-05
19318,215,3143,2.99,2017-02-20 18:30:18-05
19319,216,1461,6.99,2017-02-15 19:00:34-05
19320,216,1664,0.99,2017-02-16 08:43:46-05
19321,216,1672,3.99,2017-02-16 09:06:00-05
19322,216,2351,0.99,2017-02-18 10:56:23-05
19323,216,3432,2.99,2017-02-21 17:30:29-05
19324,217,1322,2.99,2017-02-15 09:23:35-05
19325,217,2076,6.99,2017-02-17 15:12:13-05
19326,217,2842,4.99,2017-02-19 21:02:46-05
19327,218,1459,2.99,2017-02-15 18:54:19-05
19328,218,2262,0.99,2017-02-18 04:18:12-05
19329,218,2267,0.99,2017-02-18 04:38:49-05
19330,219,2417,3.99,2017-02-18 15:40:27-05
19331,219,2580,0.99,2017-02-19 03:12:56-05
19332,220,1832,0.99,2017-02-16 21:03:46-05
19333,221,1369,0.99,2017-02-15 12:57:40-05
19334,221,2331,2.99,2017-02-18 09:18:35-05
19335,221,2473,2.99,2017-02-18 19:11:11-05
19336,221,2660,10.99,2017-02-19 09:18:28-05
19337,221,3200,5.99,2017-02-20 22:51:13-05
19338,222,1368,8.99,2017-02-15 12:56:13-05
19339,222,2603,6.99,2017-02-19 04:49:51-05
19340,223,1839,5.99,2017-02-16 21:50:48-05
19341,223,2334,4.99,2017-02-18 09:24:50-05
19342,224,1424,7.99,2017-02-15 16:36:40-05
19343,224,2277,2.99,2017-02-18 05:03:29-05
19344,224,3282,4.99,2017-02-21 04:47:08-05
19345,225,2226,7.99,2017-02-18 02:08:22-05
19346,226,3414,2.99,2017-02-21 15:27:16-05
19347,226,3466,4.99,2017-02-21 20:41:59-05
19348,227,1679,2.99,2017-02-16 09:39:27-05
19349,227,2155,1.99,2017-02-17 21:35:55-05
19350,227,2164,6.99,2017-02-17 22:14:47-05
19351,227,3065,0.99,2017-02-20 12:22:19-05
19352,228,2284,3.99,2017-02-18 05:28:17-05
19353,228,2863,2.99,2017-02-19 22:27:04-05
19354,228,2934,2.99,2017-02-20 03:34:19-05
19355,228,3433,3.99,2017-02-21 17:35:45-05
19356,229,2200,4.99,2017-02-18 00:27:42-05
19357,229,3208,0.99,2017-02-20 23:18:29-05
19358,229,3277,7.99,2017-02-21 04:05:03-05
19359,229,3280,0.99,2017-02-21 04:36:38-05
19360,230,1468,3.99,2017-02-15 19:16:48-05
19361,230,1744,4.99,2017-02-16 15:08:24-05
19362,230,1793,0.99,2017-02-16 18:35:53-05
19363,230,2450,8.99,2017-02-18 17:54:13-05
19364,230,2675,0.99,2017-02-19 10:20:41-05
19365,230,2777,0.99,2017-02-19 16:44:52-05
19366,231,2423,0.99,2017-02-18 16:00:34-05
19367,232,1619,0.99,2017-02-16 05:42:39-05
19368,232,2833,8.99,2017-02-19 20:03:20-05
19369,233,1992,2.99,2017-02-17 09:27:19-05
19370,233,2244,2.99,2017-02-18 03:14:59-05
19371,233,2424,2.99,2017-02-18 16:03:34-05
19372,233,2443,4.99,2017-02-18 17:20:56-05
19373,234,1245,3.99,2017-02-15 03:37:27-05
19374,234,1645,0.99,2017-02-16 07:38:32-05
19375,234,1674,2.99,2017-02-16 09:25:26-05
19376,234,1993,5.99,2017-02-17 09:27:50-05
19377,234,2005,4.99,2017-02-17 10:13:20-05
19378,234,2511,5.99,2017-02-18 22:13:56-05
19379,234,3185,6.99,2017-02-20 21:26:27-05
19380,234,3199,4.99,2017-02-20 22:41:06-05
19381,235,1493,4.99,2017-02-15 20:18:58-05
19382,235,1811,0.99,2017-02-16 19:34:46-05
19383,236,1262,0.99,2017-02-15 05:23:19-05
19384,236,1308,5.99,2017-02-15 08:36:14-05
19385,236,2139,8.99,2017-02-17 19:58:00-05
19386,236,2311,6.99,2017-02-18 07:19:55-05
19387,236,2630,2.99,2017-02-19 07:15:47-05
19388,236,2840,3.99,2017-02-19 20:46:10-05
19389,236,3353,4.99,2017-02-21 09:57:49-05
19390,236,3460,2.99,2017-02-21 20:15:22-05
19391,237,1500,0.99,2017-02-15 20:29:11-05
19392,237,1518,0.99,2017-02-15 22:05:03-05
19393,237,2156,4.99,2017-02-17 21:36:38-05
19394,237,2492,2.99,2017-02-18 20:32:41-05
19395,237,3069,2.99,2017-02-20 12:41:26-05
19396,238,1199,2.99,2017-02-15 00:27:16-05
19397,238,1660,4.99,2017-02-16 08:41:21-05
19398,238,3181,2.99,2017-02-20 21:19:28-05
19399,239,1160,4.99,2017-02-14 21:29:00-05
19400,239,1560,4.99,2017-02-16 01:05:09-05
19401,239,2215,2.99,2017-02-18 01:16:47-05
19402,239,2390,4.99,2017-02-18 13:57:52-05
19403,239,3383,5.99,2017-02-21 12:35:45-05
19404,240,2196,3.99,2017-02-18 00:15:33-05
19405,240,2264,4.99,2017-02-18 04:27:11-05
19406,240,2872,5.99,2017-02-19 23:06:47-05
19407,241,2428,0.99,2017-02-18 16:16:00-05
19408,241,2455,0.99,2017-02-18 18:01:32-05
19409,241,2478,5.99,2017-02-18 19:29:47-05
19410,241,2683,2.99,2017-02-19 10:55:45-05
19411,241,3258,0.99,2017-02-21 02:22:24-05
19412,242,1304,4.99,2017-02-15 08:24:28-05
19413,242,1384,4.99,2017-02-15 13:50:29-05
19414,242,1483,4.99,2017-02-15 19:50:24-05
19415,242,1702,4.99,2017-02-16 11:49:31-05
19416,242,2691,4.99,2017-02-19 11:35:16-05
19417,242,2942,4.99,2017-02-20 03:55:57-05
19418,243,1405,5.99,2017-02-15 15:09:52-05
19419,243,1452,0.99,2017-02-15 18:01:18-05
19420,243,2757,5.99,2017-02-19 15:29:40-05
19421,244,1189,6.99,2017-02-14 23:32:48-05
19422,244,1595,5.99,2017-02-16 03:52:12-05
19423,244,2955,3.99,2017-02-20 05:15:01-05
19424,245,1377,2.99,2017-02-15 13:30:29-05
19425,245,2122,2.99,2017-02-17 19:16:53-05
19426,245,3157,2.99,2017-02-20 19:36:20-05
19427,246,1448,1.99,2017-02-15 17:45:42-05
19428,246,1968,2.99,2017-02-17 07:49:02-05
19429,246,2704,1.99,2017-02-19 12:18:36-05
19430,246,2725,0.99,2017-02-19 13:29:49-05
19431,246,3152,4.99,2017-02-20 19:11:07-05
19432,247,2288,5.99,2017-02-18 05:51:43-05
19433,248,2066,3.99,2017-02-17 14:35:34-05
19434,248,2371,0.99,2017-02-18 13:03:55-05
19435,249,1204,0.99,2017-02-15 00:50:12-05
19436,249,1473,5.99,2017-02-15 19:23:46-05
19437,249,1753,2.99,2017-02-16 15:36:43-05
19438,249,2129,1.99,2017-02-17 19:26:58-05
19439,249,3175,7.99,2017-02-20 20:58:49-05
19440,250,2432,4.99,2017-02-18 16:27:44-05
19441,251,2238,6.99,2017-02-18 02:50:32-05
19442,251,3422,7.99,2017-02-21 15:53:06-05
19443,251,3464,2.99,2017-02-21 20:37:24-05
19444,252,1395,5.99,2017-02-15 14:49:30-05
19445,252,2716,4.99,2017-02-19 13:08:43-05
19446,252,2968,0.99,2017-02-20 06:10:13-05
19447,253,1378,1.99,2017-02-15 13:31:41-05
19448,253,1606,6.99,2017-02-16 04:46:57-05
19449,253,2081,5.99,2017-02-17 15:33:28-05
19450,253,2142,4.99,2017-02-17 20:24:09-05
19451,253,2454,4.99,2017-02-18 18:01:17-05
19452,253,2636,4.99,2017-02-19 07:41:32-05
19453,254,1285,2.99,2017-02-15 07:01:32-05
19454,254,1390,0.99,2017-02-15 14:34:55-05
19455,254,2082,2.99,2017-02-17 15:41:58-05
19456,254,2138,2.99,2017-02-17 19:56:40-05
19457,254,2687,3.99,2017-02-19 11:15:18-05
19458,255,1235,2.99,2017-02-15 02:59:54-05
19459,255,1420,6.99,2017-02-15 16:24:40-05
19460,255,1681,2.99,2017-02-16 10:06:43-05
19461,255,3442,2.99,2017-02-21 18:35:17-05
19462,256,1555,2.99,2017-02-16 00:45:33-05
19463,256,1965,0.99,2017-02-17 07:46:05-05
19464,256,1973,4.99,2017-02-17 07:54:41-05
19465,256,2230,4.99,2017-02-18 02:19:15-05
19466,256,2380,6.99,2017-02-18 13:28:30-05
19467,256,2561,4.99,2017-02-19 01:43:18-05
19468,256,2839,4.99,2017-02-19 20:35:50-05
19469,257,2557,0.99,2017-02-19 01:37:17-05
19470,257,3083,4.99,2017-02-20 14:02:13-05
19471,258,1743,2.99,2017-02-16 15:06:36-05
19472,258,2678,0.99,2017-02-19 10:40:49-05
19473,258,2931,8.99,2017-02-20 03:19:11-05
19474,259,1641,7.99,2017-02-16 07:14:52-05
19475,259,1723,7.99,2017-02-16 13:42:44-05
19476,259,1813,2.99,2017-02-16 19:39:26-05
19477,259,2375,5.99,2017-02-18 13:15:55-05
19478,260,1626,3.99,2017-02-16 06:18:13-05
19479,260,2001,2.99,2017-02-17 10:03:35-05
19480,260,2040,2.99,2017-02-17 12:47:03-05
19481,260,2091,10.99,2017-02-17 16:37:30-05
19482,260,2178,0.99,2017-02-17 23:07:01-05
19483,260,2823,7.99,2017-02-19 18:58:47-05
19484,260,2958,3.99,2017-02-20 05:24:46-05
19485,260,3193,0.99,2017-02-20 22:20:56-05
19486,261,1760,2.99,2017-02-16 16:17:03-05
19487,261,1877,5.99,2017-02-17 01:22:42-05
19488,261,1988,8.99,2017-02-17 09:11:00-05
19489,261,2072,3.99,2017-02-17 15:01:58-05
19490,261,2392,0.99,2017-02-18 14:02:44-05
19491,261,3363,0.99,2017-02-21 10:53:33-05
19492,262,1563,2.99,2017-02-16 01:14:54-05
19493,262,2771,6.99,2017-02-19 16:23:14-05
19494,262,2850,8.99,2017-02-19 21:34:54-05
19495,262,2915,1.99,2017-02-20 02:25:43-05
19496,263,2126,8.99,2017-02-17 19:23:02-05
19497,263,3257,1.99,2017-02-21 02:15:45-05
19498,264,1165,3.99,2017-02-14 21:44:53-05
19499,264,1206,4.99,2017-02-15 00:55:33-05
19500,264,3028,0.99,2017-02-20 10:19:18-05
19501,264,3403,3.99,2017-02-21 14:23:32-05
19502,265,2027,7.99,2017-02-17 11:35:22-05
19503,265,2562,4.99,2017-02-19 01:43:31-05
19504,265,2598,2.99,2017-02-19 04:28:23-05
19505,266,1280,5.99,2017-02-15 06:44:32-05
19506,266,2065,4.99,2017-02-17 14:32:12-05
19507,266,3002,4.99,2017-02-20 08:24:38-05
19508,266,3059,4.99,2017-02-20 12:07:07-05
19509,267,1257,4.99,2017-02-15 04:44:02-05
19510,267,1349,4.99,2017-02-15 11:17:28-05
19511,267,2265,2.99,2017-02-18 04:31:53-05
19512,267,2578,7.99,2017-02-19 03:08:32-05
19513,267,2582,6.99,2017-02-19 03:24:53-05
19514,267,2699,2.99,2017-02-19 11:57:54-05
19515,267,2754,4.99,2017-02-19 15:24:25-05
19516,267,2877,1.99,2017-02-19 23:35:42-05
19517,267,3090,0.99,2017-02-20 14:28:45-05
19518,16,4591,1.99,2017-02-18 03:24:38-05
19519,267,10343,2.99,2017-03-01 03:44:13-05
19520,267,11373,0.99,2017-03-02 16:42:38-05
19521,267,11690,6.99,2017-03-17 05:12:48-04
19522,267,12320,4.99,2017-03-18 04:55:17-04
19523,267,12979,4.99,2017-03-19 05:29:01-04
19524,267,13236,9.99,2017-03-19 14:46:50-04
19525,267,14131,5.99,2017-03-21 00:12:06-04
19526,267,15020,3.99,2017-03-22 07:22:38-04
19527,267,15208,3.99,2017-03-22 15:04:13-04
19528,267,15768,0.99,2017-03-23 11:43:13-04
19529,267,15903,3.99,2017-03-23 15:59:06-04
19530,268,11462,7.99,2017-03-02 20:05:12-05
19531,268,11828,6.99,2017-03-17 11:16:54-04
19532,268,12007,2.99,2017-03-17 17:39:00-04
19533,268,12694,4.99,2017-03-18 18:39:05-04
19534,268,13880,5.99,2017-03-20 13:46:46-04
19535,268,14249,4.99,2017-03-21 04:06:31-04
19536,268,14373,4.99,2017-03-21 08:13:19-04
19537,268,14874,0.99,2017-03-22 02:00:31-04
19538,268,15183,2.99,2017-03-22 14:18:20-04
19539,269,10566,2.99,2017-03-01 11:40:37-05
19540,269,10908,4.99,2017-03-02 00:21:32-05
19541,269,11014,4.99,2017-03-02 03:40:48-05
19542,269,11915,3.99,2017-03-17 14:33:54-04
19543,269,12344,4.99,2017-03-18 05:43:45-04
19544,269,13142,5.99,2017-03-19 11:10:54-04
19545,269,13759,2.99,2017-03-20 09:53:14-04
19546,269,14266,4.99,2017-03-21 04:49:17-04
19547,269,14693,6.99,2017-03-21 19:12:45-04
19548,269,15788,2.99,2017-03-23 12:23:05-04
19549,270,10461,7.99,2017-03-01 08:01:19-05
19550,270,10579,5.99,2017-03-01 12:16:48-05
19551,270,10648,4.99,2017-03-01 14:37:18-05
19552,270,11389,2.99,2017-03-02 17:07:38-05
19553,270,11810,0.99,2017-03-17 10:25:14-04
19554,270,11841,2.99,2017-03-17 11:40:46-04
19555,270,11917,2.99,2017-03-17 14:36:43-04
19556,270,12192,2.99,2017-03-18 00:30:06-04
19557,270,12442,2.99,2017-03-18 09:18:33-04
19558,270,13945,1.99,2017-03-20 16:12:22-04
19559,270,14618,0.99,2017-03-21 16:38:17-04
19560,270,15620,6.99,2017-03-23 05:38:48-04
19561,271,10310,4.99,2017-03-01 02:53:13-05
19562,271,10599,3.99,2017-03-01 12:52:24-05
19563,271,11431,2.99,2017-03-02 18:33:42-05
19564,271,12219,4.99,2017-03-18 01:18:20-04
19565,271,14234,0.99,2017-03-21 03:35:38-04
19566,271,14355,4.99,2017-03-21 07:36:55-04
19567,271,15244,2.99,2017-03-22 16:17:08-04
19568,272,10736,2.99,2017-03-01 17:58:47-05
19569,272,11003,2.99,2017-03-02 03:31:31-05
19570,272,11597,8.99,2017-03-17 01:31:22-04
19571,272,11881,0.99,2017-03-17 13:00:22-04
19572,272,12006,6.99,2017-03-17 17:37:38-04
19573,272,13274,2.99,2017-03-19 16:18:29-04
19574,272,13903,2.99,2017-03-20 14:36:21-04
19575,273,10272,8.99,2017-03-01 01:43:00-05
19576,273,10753,3.99,2017-03-01 18:37:50-05
19577,273,10768,6.99,2017-03-01 19:07:58-05
19578,273,11282,4.99,2017-03-02 13:03:29-05
19579,273,11509,4.99,2017-03-16 21:58:19-04
19580,273,12692,0.99,2017-03-18 18:37:45-04
19581,273,13738,4.99,2017-03-20 09:11:08-04
19582,273,13955,5.99,2017-03-20 16:33:38-04
19583,273,14092,4.99,2017-03-20 22:42:58-04
19584,273,14558,2.99,2017-03-21 14:39:16-04
19585,273,14911,2.99,2017-03-22 03:20:08-04
19586,273,15372,2.99,2017-03-22 20:28:17-04
19587,273,15760,6.99,2017-03-23 11:18:26-04
19588,274,10790,1.99,2017-03-01 20:07:03-05
19589,274,10855,0.99,2017-03-01 22:35:03-05
19590,274,11058,3.99,2017-03-02 05:07:10-05
19591,274,11363,2.99,2017-03-02 16:17:05-05
19592,274,12321,3.99,2017-03-18 04:55:31-04
19593,274,13103,2.99,2017-03-19 09:34:17-04
19594,274,13129,8.99,2017-03-19 10:33:30-04
19595,274,13549,8.99,2017-03-20 02:27:07-04
19596,274,14012,0.99,2017-03-20 19:10:38-04
19597,274,14066,7.99,2017-03-20 21:14:24-04
19598,274,14164,7.99,2017-03-21 01:26:28-04
19599,274,14388,4.99,2017-03-21 08:43:39-04
19600,274,15143,2.99,2017-03-22 12:14:50-04
19601,274,15260,2.99,2017-03-22 16:52:42-04
19602,274,15328,2.99,2017-03-22 19:00:04-04
19603,274,15819,3.99,2017-03-23 13:30:20-04
19604,275,10479,6.99,2017-03-01 08:39:51-05
19605,275,11309,1.99,2017-03-02 14:19:21-05
19606,275,11610,4.99,2017-03-17 02:12:03-04
19607,275,12589,5.99,2017-03-18 14:34:57-04
19608,275,12606,1.99,2017-03-18 15:30:47-04
19609,275,13037,3.99,2017-03-19 07:22:23-04
19610,275,13860,2.99,2017-03-20 13:23:35-04
19611,275,13865,1.99,2017-03-20 13:32:35-04
19612,275,13902,0.99,2017-03-20 14:35:34-04
19613,275,14063,0.99,2017-03-20 21:05:06-04
19614,275,14187,5.99,2017-03-21 02:00:29-04
19615,275,14296,2.99,2017-03-21 05:41:49-04
19616,275,14483,5.99,2017-03-21 12:12:25-04
19617,275,14727,4.99,2017-03-21 20:41:11-04
19618,275,15269,2.99,2017-03-22 17:08:10-04
19619,275,15496,3.99,2017-03-23 00:58:49-04
19620,276,10691,0.99,2017-03-01 16:38:19-05
19621,276,10763,2.99,2017-03-01 19:00:53-05
19622,276,11085,2.99,2017-03-02 06:05:10-05
19623,276,11636,4.99,2017-03-17 03:04:57-04
19624,276,11961,3.99,2017-03-17 15:56:27-04
19625,276,12178,5.99,2017-03-17 23:45:58-04
19626,276,12251,4.99,2017-03-18 02:27:28-04
19627,276,12650,4.99,2017-03-18 17:01:46-04
19628,276,14000,4.99,2017-03-20 18:34:31-04
19629,276,15718,2.99,2017-03-23 09:33:43-04
19630,276,15769,3.99,2017-03-23 11:44:41-04
19631,276,15923,4.99,2017-03-23 16:36:45-04
19632,277,11074,3.99,2017-03-02 05:50:09-05
19633,277,11162,4.99,2017-03-02 08:36:20-05
19634,277,11574,0.99,2017-03-17 00:06:45-04
19635,277,12149,3.99,2017-03-17 22:42:17-04
19636,277,12458,5.99,2017-03-18 09:51:19-04
19637,277,13122,4.99,2017-03-19 10:22:15-04
19638,277,13526,4.99,2017-03-20 01:27:08-04
19639,277,13714,4.99,2017-03-20 08:09:35-04
19640,277,14227,4.99,2017-03-21 03:24:57-04
19641,277,14745,4.99,2017-03-21 21:21:27-04
19642,277,15008,10.99,2017-03-22 06:52:58-04
19643,277,15345,5.99,2017-03-22 19:34:16-04
19644,278,10649,2.99,2017-03-01 14:40:06-05
19645,278,10731,2.99,2017-03-01 17:50:14-05
19646,278,10849,3.99,2017-03-01 22:19:26-05
19647,278,11095,5.99,2017-03-02 06:31:46-05
19648,278,11531,0.99,2017-03-16 22:58:30-04
19649,278,12787,0.99,2017-03-18 22:36:24-04
19650,278,13896,0.99,2017-03-20 14:28:22-04
19651,278,13976,0.99,2017-03-20 17:30:42-04
19652,278,14268,2.99,2017-03-21 04:49:50-04
19653,278,14803,0.99,2017-03-21 23:17:36-04
19654,278,14986,4.99,2017-03-22 06:05:50-04
19655,278,16019,4.99,2017-03-23 19:59:11-04
19656,279,11250,6.99,2017-03-02 12:04:08-05
19657,279,11515,2.99,2017-03-16 22:23:00-04
19658,279,11703,4.99,2017-03-17 05:47:55-04
19659,279,12935,2.99,2017-03-19 03:48:51-04
19660,279,12949,4.99,2017-03-19 04:24:18-04
19661,279,13105,7.99,2017-03-19 09:34:42-04
19662,279,13233,2.99,2017-03-19 14:43:07-04
19663,279,13588,4.99,2017-03-20 04:15:37-04
19664,279,14206,2.99,2017-03-21 02:27:52-04
19665,279,14714,3.99,2017-03-21 19:56:09-04
19666,279,14779,5.99,2017-03-21 22:29:22-04
19667,279,14789,4.99,2017-03-21 22:58:05-04
19668,279,15580,6.99,2017-03-23 04:07:32-04
19669,279,15606,2.99,2017-03-23 05:18:53-04
19670,280,10847,9.99,2017-03-01 22:17:59-05
19671,280,11366,4.99,2017-03-02 16:29:51-05
19672,280,11517,2.99,2017-03-16 22:24:54-04
19673,280,12053,4.99,2017-03-17 19:25:53-04
19674,280,12849,5.99,2017-03-19 00:34:03-04
19675,280,13231,9.99,2017-03-19 14:41:15-04
19676,280,13321,4.99,2017-03-19 18:09:03-04
19677,280,13667,4.99,2017-03-20 06:54:00-04
19678,280,15036,2.99,2017-03-22 08:04:26-04
19679,280,15312,4.99,2017-03-22 18:26:41-04
19680,280,15554,5.99,2017-03-23 03:16:38-04
19681,280,15950,5.99,2017-03-23 17:38:05-04
19682,281,13641,2.99,2017-03-20 06:03:08-04
19683,281,14196,1.99,2017-03-21 02:09:06-04
19684,282,11226,2.99,2017-03-02 11:15:56-05
19685,282,13278,2.99,2017-03-19 16:26:19-04
19686,282,13749,2.99,2017-03-20 09:29:03-04
19687,282,15543,4.99,2017-03-23 02:44:07-04
19688,283,11637,0.99,2017-03-17 03:05:05-04
19689,283,11846,2.99,2017-03-17 11:46:55-04
19690,283,11966,0.99,2017-03-17 16:08:30-04
19691,283,12290,6.99,2017-03-18 03:36:29-04
19692,283,13229,2.99,2017-03-19 14:36:59-04
19693,283,15837,2.99,2017-03-23 13:58:07-04
19694,284,10396,7.99,2017-03-01 05:37:12-05
19695,284,10535,4.99,2017-03-01 10:49:39-05
19696,284,12162,3.99,2017-03-17 23:12:56-04
19697,284,14007,5.99,2017-03-20 18:51:13-04
19698,284,14648,4.99,2017-03-21 17:46:27-04
19699,284,14746,4.99,2017-03-21 21:22:28-04
19700,284,14921,4.99,2017-03-22 03:40:50-04
19701,284,15135,3.99,2017-03-22 11:47:45-04
19702,285,10493,5.99,2017-03-01 09:11:38-05
19703,285,10628,2.99,2017-03-01 14:01:45-05
19704,285,10641,4.99,2017-03-01 14:13:23-05
19705,285,12027,8.99,2017-03-17 18:29:38-04
19706,285,12444,0.99,2017-03-18 09:21:38-04
19707,285,12449,0.99,2017-03-18 09:31:30-04
19708,285,12687,9.99,2017-03-18 18:26:05-04
19709,285,13102,7.99,2017-03-19 09:30:29-04
19710,285,15251,0.99,2017-03-22 16:32:23-04
19711,285,15489,4.99,2017-03-23 00:35:07-04
19712,286,11670,0.99,2017-03-17 04:17:25-04
19713,286,12595,0.99,2017-03-18 14:55:34-04
19714,286,12656,0.99,2017-03-18 17:27:01-04
19715,286,13635,5.99,2017-03-20 05:46:01-04
19716,286,13975,4.99,2017-03-20 17:26:49-04
19717,286,14905,0.99,2017-03-22 03:02:48-04
19718,286,15629,4.99,2017-03-23 05:56:48-04
19719,287,10574,2.99,2017-03-01 12:05:17-05
19720,287,10807,4.99,2017-03-01 20:54:36-05
19721,287,11106,4.99,2017-03-02 06:46:04-05
19722,287,11716,4.99,2017-03-17 06:09:21-04
19723,287,12861,2.99,2017-03-19 00:58:50-04
19724,287,14715,6.99,2017-03-21 19:56:44-04
19725,287,15076,1.99,2017-03-22 09:34:00-04
19726,287,15084,4.99,2017-03-22 09:46:25-04
19727,287,15127,0.99,2017-03-22 11:24:55-04
19728,287,15614,2.99,2017-03-23 05:33:41-04
19729,288,10927,9.99,2017-03-02 00:59:41-05
19730,288,11952,2.99,2017-03-17 15:43:23-04
19731,288,12134,1.99,2017-03-17 22:18:09-04
19732,288,13219,2.99,2017-03-19 14:08:54-04
19733,288,13227,0.99,2017-03-19 14:34:04-04
19734,288,13363,2.99,2017-03-19 19:36:25-04
19735,288,14113,0.99,2017-03-20 23:31:56-04
19736,288,14756,0.99,2017-03-21 21:49:49-04
19737,288,15058,2.99,2017-03-22 08:49:21-04
19738,288,15119,2.99,2017-03-22 11:09:59-04
19739,289,10297,7.99,2017-03-01 02:33:30-05
19740,289,12158,1.99,2017-03-17 23:02:46-04
19741,289,12170,0.99,2017-03-17 23:34:36-04
19742,289,12558,7.99,2017-03-18 13:21:01-04
19743,289,13165,0.99,2017-03-19 12:02:36-04
19744,289,13211,0.99,2017-03-19 13:52:07-04
19745,289,13256,9.99,2017-03-19 15:22:38-04
19746,289,13336,5.99,2017-03-19 18:31:48-04
19747,289,13891,6.99,2017-03-20 14:10:31-04
19748,289,14087,0.99,2017-03-20 22:22:06-04
19749,289,14729,4.99,2017-03-21 20:45:23-04
19750,289,14917,4.99,2017-03-22 03:32:25-04
19751,290,10901,2.99,2017-03-02 00:04:10-05
19752,290,11596,6.99,2017-03-17 01:22:21-04
19753,290,12193,3.99,2017-03-18 00:32:25-04
19754,290,12778,4.99,2017-03-18 22:08:49-04
19755,290,13190,1.99,2017-03-19 12:56:25-04
19756,290,13367,2.99,2017-03-19 19:47:53-04
19757,290,13687,2.99,2017-03-20 07:26:17-04
19758,291,10463,4.99,2017-03-01 08:08:09-05
19759,291,11145,0.99,2017-03-02 08:11:50-05
19760,291,13665,5.99,2017-03-20 06:47:46-04
19761,291,14241,4.99,2017-03-21 03:53:21-04
19762,291,15663,3.99,2017-03-23 07:22:52-04
19763,292,11193,4.99,2017-03-02 09:59:59-05
19764,292,12739,10.99,2017-03-18 20:43:44-04
19765,292,13715,2.99,2017-03-20 08:11:32-04
19766,292,14499,0.99,2017-03-21 12:39:45-04
19767,292,14845,4.99,2017-03-22 00:41:10-04
19768,292,15117,2.99,2017-03-22 11:06:46-04
19769,293,11131,1.99,2017-03-02 07:38:30-05
19770,293,11576,2.99,2017-03-17 00:21:46-04
19771,293,13013,6.99,2017-03-19 06:24:17-04
19772,293,13029,2.99,2017-03-19 06:56:30-04
19773,293,13504,5.99,2017-03-20 00:30:14-04
19774,293,13817,4.99,2017-03-20 11:43:56-04
19775,293,14248,6.99,2017-03-21 04:04:23-04
19776,293,15258,4.99,2017-03-22 16:51:10-04
19777,293,15402,8.99,2017-03-22 21:46:07-04
19778,293,15508,7.99,2017-03-23 01:17:30-04
19779,293,15675,5.99,2017-03-23 07:47:18-04
19780,294,10551,6.99,2017-03-01 11:17:21-05
19781,294,10600,2.99,2017-03-01 12:53:47-05
19782,294,10642,4.99,2017-03-01 14:13:37-05
19783,294,11071,2.99,2017-03-02 05:39:19-05
19784,294,11390,2.99,2017-03-02 17:07:42-05
19785,294,11875,4.99,2017-03-17 12:45:14-04
19786,294,11981,2.99,2017-03-17 16:39:06-04
19787,294,12278,5.99,2017-03-18 03:15:11-04
19788,294,14474,2.99,2017-03-21 11:51:14-04
19789,294,14630,7.99,2017-03-21 17:12:10-04
19790,294,15839,5.99,2017-03-23 14:03:12-04
19791,295,10349,3.99,2017-03-01 03:55:39-05
19792,295,11083,4.99,2017-03-02 06:00:27-05
19793,295,11913,5.99,2017-03-17 14:21:43-04
19794,295,12041,4.99,2017-03-17 19:02:59-04
19795,295,12383,0.99,2017-03-18 07:04:29-04
19796,295,14264,0.99,2017-03-21 04:46:48-04
19797,295,14387,6.99,2017-03-21 08:38:27-04
19798,295,14514,6.99,2017-03-21 13:20:18-04
19799,296,11571,4.99,2017-03-17 00:06:17-04
19800,296,11825,4.99,2017-03-17 11:11:56-04
19801,296,12689,3.99,2017-03-18 18:35:00-04
19802,296,13471,2.99,2017-03-19 23:30:52-04
19803,296,13702,2.99,2017-03-20 07:55:46-04
19804,296,13819,4.99,2017-03-20 11:51:41-04
19805,296,13991,1.99,2017-03-20 17:58:10-04
19806,296,14571,7.99,2017-03-21 15:08:52-04
19807,296,15023,2.99,2017-03-22 07:25:14-04
19808,296,15866,7.99,2017-03-23 14:47:28-04
19809,297,10264,4.99,2017-03-01 01:31:38-05
19810,297,11269,0.99,2017-03-02 12:40:07-05
19811,297,11413,0.99,2017-03-02 18:03:45-05
19812,297,11585,4.99,2017-03-17 00:43:02-04
19813,297,11780,2.99,2017-03-17 09:02:50-04
19814,297,11784,0.99,2017-03-17 09:16:31-04
19815,297,12472,10.99,2017-03-18 10:27:14-04
19816,297,13330,2.99,2017-03-19 18:27:47-04
19817,297,13721,4.99,2017-03-20 08:31:25-04
19818,297,13888,1.99,2017-03-20 14:08:08-04
19819,297,14403,5.99,2017-03-21 09:09:00-04
19820,297,15582,2.99,2017-03-23 04:14:10-04
19821,297,15711,4.99,2017-03-23 09:11:26-04
